Issue Date and Time,State,Plate ID,Division,Location,Location Standardized,Coordinates,Violation Description,Fine,Issuing Agency,Violation Location
01/01/2012 10:35:00 AM,PA,958763,35,6800 VERBENA,"6800 VERBENA AVE, 19126","(40.0562044994,-75.1313301094)",IMPROPER ON 2WAY HWY,$31.00,POLICE,"(40.0562044994, -75.1313301094)"
01/01/2012 10:52:00 AM,PA,1142402,22,2500 THOMPSO,,,PARKING PROHBITED,$41.00,POLICE,
01/01/2012 11:00:00 AM,NJ,205207,00,1101 ARCH ST,"1101 ARCH ST, 19107","(39.9538520945,-75.1586499663)",STOP PROHIBITED CC,$76.00,CENTER,"(39.9538520945, -75.1586499663)"
01/01/2012 11:00:00 AM,NJ,254028,03,2410 S 3RD ST,"2410 S 3RD ST, 19148","(39.9180823717,-75.1523789452)",PARKING PROHBITED,$41.00,POLICE,"(39.9180823717, -75.1523789452)"
01/01/2012 11:05:00 AM,PA,1141733,03,2408 S 3RD ST,"2408 S 3RD ST, 19148","(39.9180823717,-75.1523789452)",PARKING PROHBITED,$41.00,POLICE,"(39.9180823717, -75.1523789452)"
01/01/2012 11:05:00 AM,PA,1578015,07,10905 NANDIN,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 11:10:00 AM,PA,1009898,00,2437 S 3RD ST,"2437 S 3RD ST, 19148","(39.9176731519,-75.1524704448)",PARKING PROHBITED,$41.00,POLICE,"(39.9176731519, -75.1524704448)"
01/01/2012 11:15:00 AM,PA,1049843,52,1000 PATTISO,"1000 PATTISON AVE, 19148","(39.9044920802,-75.1665798572)",STOPPING PROHIBITED,$51.00,POLICE,"(39.9044920802, -75.1665798572)"
01/01/2012 11:15:00 AM,CT,15040,03,2451 S 3RD ST,"2451 S 3RD ST, 19148","(39.91726612,-75.1525543228)",PARKING PROHBITED,$41.00,POLICE,"(39.91726612, -75.1525543228)"
01/01/2012 11:18:00 AM,PA,890114,17,1500 WEBSTER,"1500 WEBSTER ST, 19146","(39.940715403,-75.1684650242)",PARKING PROHBITED,$41.00,POLICE,"(39.940715403, -75.1684650242)"
01/01/2012 11:20:00 AM,PA,969868,14,400 E PENN,"400 E PENN ST, 19144","(40.0370446207,-75.1636558876)",EXPIRED INSPECTION,$41.00,POLICE,"(40.0370446207, -75.1636558876)"
01/01/2012 11:22:00 AM,PA,1167540,14,5300 MAGNOLI,"5300 MAGNOLIA ST, 19144","(40.0383045095,-75.1623050373)",EXPIRED INSPECTION,$41.00,POLICE,"(40.0383045095, -75.1623050373)"
01/01/2012 11:25:00 AM,PA,1168843,03,2443 S 3RD ST,"2443 S 3RD ST, 19148","(39.91726612,-75.1525543228)",PARKING PROHBITED,$41.00,POLICE,"(39.91726612, -75.1525543228)"
01/01/2012 11:28:00 AM,NJ,292292,03,2500 SARTAIN,"2500 S SARTAIN ST, 19148","(39.9182317646,-75.1667001926)",CROSSWALK,$51.00,POLICE,"(39.9182317646, -75.1667001926)"
01/01/2012 11:30:00 AM,PA,1105758,15,5031 HOMESTE,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 11:40:00 AM,PA,1659038,15,1500 FOULKRO,,,CROSSWALK,$51.00,POLICE,
01/01/2012 11:50:00 AM,PA,1122621,02,7515 CALVERT,"7515 CALVERT ST, 19152","(40.0496347052,-75.0529117199)",PRIVATE PROPERTY,$26.00,POLICE,"(40.0496347052, -75.0529117199)"
01/01/2012 11:51:00 AM,NJ,355842,77,50 DEPARTURES RD,"50 DEPARTURES RD, 19153","(39.8764123891,-75.2435941008)",PARKING PROHBITED,$41.00,POLICE,"(39.8764123891, -75.2435941008)"
01/01/2012 11:53:00 AM,PA,858506,05,100 COTTON ST,"100 COTTON ST, 19127","(40.0252258511,-75.2225789439)",BLOCKING DRIVEWAY,$51.00,POLICE,"(40.0252258511, -75.2225789439)"
01/01/2012 11:55:00 AM,PA,597615,05,7901 HENRY AVE,"7901 HENRY AVE, 19128","(40.0554121855,-75.2324915211)",HP RESERVED SPACE,$301.00,POLICE,"(40.0554121855, -75.2324915211)"
01/01/2012 11:56:00 AM,PA,1045522,14,400 E RITTEN,,,DOUBLE PARKED,$51.00,POLICE,
01/01/2012 12:08:00 PM,PA,1135304,21,614 LARGE,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 12:18:00 PM,PA,1154386,25,3901 ROOSEVELT BLVD,"3901 E ROOSEVELT BLVD, 19124","(40.0270546687,-75.111838208)",PARKING PROHBITED,$41.00,POLICE,"(40.0270546687, -75.111838208)"
01/01/2012 12:20:00 PM,NJ,285412,00,1101 ARCH ST,"1101 ARCH ST, 19107","(39.9538520945,-75.1586499663)",STOP PROHIBITED CC,$76.00,CENTER,"(39.9538520945, -75.1586499663)"
01/01/2012 12:25:00 PM,PA,975583,17,1714 CHRISTI,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 12:25:00 PM,PA,757718,06,1000 VINE ST,"1000 VINE ST, 19107","(39.9568850255,-75.1563742867)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9568850255, -75.1563742867)"
01/01/2012 12:26:00 PM,PA,560594,00,1101 ARCH,"1101 ARCH ST, 19107","(39.9538520945,-75.1586499663)",STOP PROHIBITED CC,$76.00,CENTER,"(39.9538520945, -75.1586499663)"
01/01/2012 12:30:00 PM,PA,652197,61,1000 BUTTONW,,,FIRE HYDRANT,$76.00,POLICE,
01/01/2012 12:30:00 PM,NJ,395427,61,1100 BRANDYW,,,SIDEWALK   CC,$76.00,POLICE,
01/01/2012 12:30:00 PM,DE,27202,61,439 N 11TH,"439 N 11TH ST, 19123","(39.9605409269,-75.1563915925)",PARKING PROHBITED CC,$51.00,POLICE,"(39.9605409269, -75.1563915925)"
01/01/2012 12:30:00 PM,PA,1599431,06,813 N BROAD,"813 N BROAD ST, 19123","(39.9685888928,-75.1600758114)",UNATTENDED VEH    29,$31.00,POLICE,"(39.9685888928, -75.1600758114)"
01/01/2012 12:36:00 PM,PA,981328,03,300 MONTROSE,"300 MONTROSE ST, 19147","(39.9359059946,-75.1492395562)",SIDEWALK,$51.00,POLICE,"(39.9359059946, -75.1492395562)"
01/01/2012 12:42:00 PM,PA,615087,08,9745 ROOSEVELT BLVD,"9745 E ROOSEVELT BLVD, 19114","(40.0862586073,-75.0230370631)",HP RESERVED SPACE,$301.00,POLICE,"(40.0862586073, -75.0230370631)"
01/01/2012 12:45:00 PM,PA,589546,05,428 LEMONTE,"428 LEMONTE ST, 19128","(40.0389003545,-75.2249842877)",BLOCKING DRIVEWAY,$51.00,POLICE,"(40.0389003545, -75.2249842877)"
01/01/2012 12:50:00 PM,PA,1154784,39,2928 N LAMBE,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 12:51:00 PM,PA,771524,14,ELSTON & PITTV,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 12:54:00 PM,PA,772286,35,261 W GODFRE,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 12:55:00 PM,PA,812541,08,1799 FRANKLI,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 12:56:00 PM,NJ,297872,52,1000 PATTISO,"1000 PATTISON AVE, 19148","(39.9044920802,-75.1665798572)",STOPPING PROHIBITED,$51.00,POLICE,"(39.9044920802, -75.1665798572)"
01/01/2012 12:57:00 PM,PA,771524,14,ELSTON & PITTV,,,EXPIRED TAG,$41.00,POLICE,
01/01/2012 01:05:00 PM,PA,663767,08,1199 FRANKLI,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 01:10:00 PM,PA,788185,08,1299 FRANKLI,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 01:15:00 PM,PA,589513,08,1299 FRANKLI,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 01:20:00 PM,PA,1081604,08,1299 FRANKLI,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 01:22:00 PM,PA,777362,14,6200 MCCALLU,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 01:24:00 PM,PA,1118216,14,6100 MCCALLU,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 01:25:00 PM,PA,991360,14,6100 MCCALLU,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 01:29:00 PM,PA,1084046,14,300 CHELTENH,,,EXPIRED INSPECTION,$41.00,POLICE,
01/01/2012 01:31:00 PM,MD,127659,06,1000 VINE ST,"1000 VINE ST, 19107","(39.9568850255,-75.1563742867)",PARKING PROHBITED CC,$51.00,POLICE,"(39.9568850255, -75.1563742867)"
01/01/2012 01:32:00 PM,OH,490534,06,1000 WINTER,"1000 WINTER ST, 19107","(39.9566853743,-75.156200014)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9566853743, -75.156200014)"
01/01/2012 01:33:00 PM,DE,66903,06,1000 WINTER,"1000 WINTER ST, 19107","(39.9566853743,-75.156200014)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9566853743, -75.156200014)"
01/01/2012 01:38:00 PM,PA,983523,03,642 JACKSON,"642 JACKSON ST, 19148","(39.9215599101,-75.157680139)",HP RESERVED SPACE,$301.00,POLICE,"(39.9215599101, -75.157680139)"
01/01/2012 01:43:00 PM,PA,674980,05,3862 TERRACE,"3862 TERRACE ST, 19128","(40.020875035,-75.2129389742)",LOADING ZONE,$31.00,POLICE,"(40.020875035, -75.2129389742)"
01/01/2012 01:45:00 PM,PA,1153376,03,1023 MCKEAN,"1023 MCKEAN ST, 19148","(39.9248764033,-75.1639010988)",HP RESERVED SPACE,$301.00,POLICE,"(39.9248764033, -75.1639010988)"
01/01/2012 01:49:00 PM,PA,1063321,05,100 SEVILLE,"100 SEVILLE ST, 19127","(40.0214564255,-75.2145600862)",PARKING PROHBITED,$41.00,POLICE,"(40.0214564255, -75.2145600862)"
01/01/2012 01:53:00 PM,NJ,282767,05,200 DAWSON ST,"200 DAWSON ST, 19128","(40.0194817267,-75.2111764091)",FIRE HYDRANT,$76.00,POLICE,"(40.0194817267, -75.2111764091)"
01/01/2012 02:00:00 PM,PA,727115,02,5970 NEWTOWN,"5970 NEWTOWN AVE, 19120","(40.0482019875,-75.1064655271)",BLOCKING DRIVEWAY,$51.00,POLICE,"(40.0482019875, -75.1064655271)"
01/01/2012 02:10:00 PM,PA,868879,12,3000 ISLAND,"3000 ISLAND AVE, 19153","(39.8998036751,-75.2390003007)",DOUBLE PARKED,$51.00,POLICE,"(39.8998036751, -75.2390003007)"
01/01/2012 02:19:00 PM,PA,1629533,22,2500 CUMBERL,,,FIRE HYDRANT,$76.00,POLICE,
01/01/2012 02:23:00 PM,PA,1019593,12,2600 S 64TH,"2600 S 64TH ST, 19142","(39.921694296,-75.2274565659)",FIRE HYDRANT,$76.00,POLICE,"(39.921694296, -75.2274565659)"
01/01/2012 02:25:00 PM,PA,1673344,12,6600 ELMWOOD,"6600 ELMWOOD AVE, 19142","(39.9210997416,-75.2318940215)",DOUBLE PARKED,$51.00,POLICE,"(39.9210997416, -75.2318940215)"
01/01/2012 02:31:00 PM,PA,1012095,12,3000 ISLAND,"3000 ISLAND AVE, 19153","(39.8998036751,-75.2390003007)",DOUBLE PARKED,$51.00,POLICE,"(39.8998036751, -75.2390003007)"
01/01/2012 02:40:00 PM,PA,1012025,02,6600 HARBISO,,,STOP/BLOCK HIGHWAY,$51.00,POLICE,
01/01/2012 02:40:00 PM,PA,584744,01,499 MARKLE,"499 MARKLE ST, 19128","(40.0250993153,-75.2093542164)",BLOCKING DRIVEWAY,$51.00,POLICE,"(40.0250993153, -75.2093542164)"
01/01/2012 02:55:00 PM,PA,555361,02,5300 HOWLAND,"5300 HOWLAND ST, 19124","(40.0326772028,-75.1051692873)",PARKING PROHBITED,$41.00,POLICE,"(40.0326772028, -75.1051692873)"
01/01/2012 02:56:00 PM,PA,507569,35,199 W GODFRE,,,SIDEWALK,$51.00,POLICE,
01/01/2012 03:25:00 PM,NJ,240793,03,1000 REED ST,"1000 REED ST, 19147","(39.9321909448,-75.161208057)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9321909448, -75.161208057)"
01/01/2012 03:30:00 PM,PA,541884,03,1000 REED ST,"1000 REED ST, 19147","(39.9321909448,-75.161208057)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9321909448, -75.161208057)"
01/01/2012 03:31:00 PM,PA,1069697,22,3131 GORDON,"3131 W GORDON ST, 19132","(39.9922418839,-75.1837397572)",HP RESERVED SPACE,$301.00,POLICE,"(39.9922418839, -75.1837397572)"
01/01/2012 03:40:00 PM,PA,1589716,03,1000 REED ST,"1000 REED ST, 19147","(39.9321909448,-75.161208057)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9321909448, -75.161208057)"
01/01/2012 03:41:00 PM,NJ,385891,03,1000 REED ST,"1000 REED ST, 19147","(39.9321909448,-75.161208057)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9321909448, -75.161208057)"
01/01/2012 03:44:00 PM,NJ,332901,06,200 CHURCH ST,"200 CHURCH ST, 19106","(39.9506781538,-75.1448898001)",PARKING PROHBITED CC,$51.00,POLICE,"(39.9506781538, -75.1448898001)"
01/01/2012 03:44:00 PM,NJ,271906,03,1000 REED ST,"1000 REED ST, 19147","(39.9321909448,-75.161208057)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9321909448, -75.161208057)"
01/01/2012 03:45:00 PM,PA,1010329,17,1830 LOMBARD,"1830 LOMBARD ST, 19146","(39.9455503422,-75.1724786682)",PARKING PROHBITED CC,$51.00,POLICE,"(39.9455503422, -75.1724786682)"
01/01/2012 03:45:00 PM,PA,609267,14,1117 SYDNEY,"1117 SYDNEY ST, 19150","(40.0723157222,-75.1771020332)",EXPIRED INSPECTION,$41.00,POLICE,"(40.0723157222, -75.1771020332)"
01/01/2012 04:00:00 PM,PA,909723,01,1416 RITNER,"1416 RITNER ST, 19145","(39.9207610452,-75.1714358734)",SIDEWALK,$51.00,POLICE,"(39.9207610452, -75.1714358734)"
01/01/2012 04:05:00 PM,NJ,333064,77,,,,STOPPING PROHIBITED,$51.00,POLICE,
01/01/2012 04:10:00 PM,PA,569051,03,1310 E PASSY,"1310 E PASSYUNK AVE, 19147","(39.9325520252,-75.1601835158)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9325520252, -75.1601835158)"
01/01/2012 04:10:00 PM,PA,575846,03,1320 E PASSY,"1320 E PASSYUNK AVE, 19147","(39.9325520252,-75.1601835158)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9325520252, -75.1601835158)"
01/01/2012 04:25:00 PM,PA,1638212,25,400 E ROCKLA,,,DOUBLE PARKED,$51.00,POLICE,
01/01/2012 04:26:00 PM,PA,1655788,02,7000 LARGE,"7000 LARGE ST, 19149","(40.0463729598,-75.0677241212)",FIRE HYDRANT,$76.00,POLICE,"(40.0463729598, -75.0677241212)"
01/01/2012 04:39:00 PM,MD,117353,77,50 DEPARTURES RD,"50 DEPARTURES RD, 19153","(39.8764123891,-75.2435941008)",PARKING PROHBITED,$41.00,POLICE,"(39.8764123891, -75.2435941008)"
01/01/2012 04:39:00 PM,NJ,371913,06,100 ARCH ST,"100 ARCH ST, 19106","(39.9517880659,-75.1421277796)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9517880659, -75.1421277796)"
01/01/2012 04:39:00 PM,PA,1600078,06,978 MARKET ST,"978 MARKET ST, 19107","(39.9514285591,-75.155947458)",BLOCKNG MASS TRANSIT,$101.00,POLICE,"(39.9514285591, -75.155947458)"
01/01/2012 04:45:00 PM,VT,1766593,77,50 DEPARTURES RD,"50 DEPARTURES RD, 19153","(39.8764123891,-75.2435941008)",PARKING PROHBITED,$41.00,POLICE,"(39.8764123891, -75.2435941008)"
01/01/2012 04:48:00 PM,PA,522405,77,50 DEPARTURES RD,"50 DEPARTURES RD, 19153","(39.8764123891,-75.2435941008)",PARKING PROHBITED,$41.00,POLICE,"(39.8764123891, -75.2435941008)"
01/01/2012 04:48:00 PM,NY,452061,77,50 DEPARTURES RD,"50 DEPARTURES RD, 19153","(39.8764123891,-75.2435941008)",PARKING PROHBITED,$41.00,POLICE,"(39.8764123891, -75.2435941008)"
01/01/2012 04:51:00 PM,PA,955694,32,419 RITNER ST,"419 RITNER ST, 19148","(39.918653627,-75.1550691905)",HP RESERVED SPACE,$301.00,POLICE,"(39.918653627, -75.1550691905)"
01/01/2012 04:55:00 PM,NJ,296956,32,1350 S 12TH,"1350 S 12TH ST, 19147","(39.9330543872,-75.1639980992)",PARKING PROHBITED,$41.00,POLICE,"(39.9330543872, -75.1639980992)"
01/01/2012 04:56:00 PM,NJ,414196,32,1350 S 12TH,"1350 S 12TH ST, 19147","(39.9330543872,-75.1639980992)",PARKING PROHBITED,$41.00,POLICE,"(39.9330543872, -75.1639980992)"
01/01/2012 04:58:00 PM,NJ,171425,32,1350 S 12TH,"1350 S 12TH ST, 19147","(39.9330543872,-75.1639980992)",PARKING PROHBITED,$41.00,POLICE,"(39.9330543872, -75.1639980992)"
01/01/2012 05:00:00 PM,DE,60365,32,1200 REED ST,"1200 REED ST, 19147","(39.9325469292,-75.1649180359)",PARKING PROHBITED,$41.00,POLICE,"(39.9325469292, -75.1649180359)"
01/01/2012 05:00:00 PM,PA,958257,08,3332 KAYFORD,"3332 KAYFORD CIR, 19114","(40.0750252054,-74.991320921)",BLOCKING DRIVEWAY,$51.00,POLICE,"(40.0750252054, -74.991320921)"
01/01/2012 05:00:00 PM,PA,1131917,25,500 W HUNTIN,,,DOUBLE PARKED,$51.00,POLICE,
01/01/2012 05:02:00 PM,NJ,323095,32,1200 REED ST,"1200 REED ST, 19147","(39.9325469292,-75.1649180359)",PARKING PROHBITED,$41.00,POLICE,"(39.9325469292, -75.1649180359)"
01/01/2012 05:02:00 PM,PA,1646154,06,200 N WATTS,"200 N WATTS ST, 19107","(39.9568788317,-75.1620076052)",SIDEWALK   CC,$76.00,POLICE,"(39.9568788317, -75.1620076052)"
01/01/2012 05:05:00 PM,PA,813853,12,5900 BELMAR,"5900 BELMAR ST, 19143","(39.9356251046,-75.2324046328)",SIDEWALK,$51.00,POLICE,"(39.9356251046, -75.2324046328)"
01/01/2012 05:05:00 PM,PA,1649712,06,1000 RACE ST,"1000 RACE ST, 19107","(39.955475835,-75.1566822901)",STOP PROHIBITED CC,$76.00,POLICE,"(39.955475835, -75.1566822901)"
01/01/2012 05:05:00 PM,PA,1028733,06,900 RACE,"900 RACE ST, 19107","(39.9552325794,-75.1547300379)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9552325794, -75.1547300379)"
01/01/2012 05:07:00 PM,PA,1020205,06,900 RACE ST,"900 RACE ST, 19107","(39.9552325794,-75.1547300379)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9552325794, -75.1547300379)"
01/01/2012 05:08:00 PM,DE,46664,32,501 JACKSON,"501 JACKSON ST, 19148","(39.9212862102,-75.1554869099)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9212862102, -75.1554869099)"
01/01/2012 05:25:00 PM,PA,1026999,00,711 S 7TH ST,"711 S 7TH ST, 19147","(39.9410088191,-75.154174542)",BLOCKNG MASS TRANSIT,$101.00,SEPTA,"(39.9410088191, -75.154174542)"
01/01/2012 05:25:00 PM,PA,1110665,00,712 S 7TH ST,"712 S 7TH ST, 19147","(39.9410088191,-75.154174542)",BLOCKNG MASS TRANSIT,$101.00,SEPTA,"(39.9410088191, -75.154174542)"
01/01/2012 05:25:00 PM,PA,863691,00,709 S 7TH ST,"709 S 7TH ST, 19147","(39.9410088191,-75.154174542)",BLOCKNG MASS TRANSIT,$101.00,SEPTA,"(39.9410088191, -75.154174542)"
01/01/2012 05:30:00 PM,PA,718675,35,5212 WESTFOR,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 05:33:00 PM,NY,453256,62,400 WOOD ST,"400 WOOD ST, 19106","(39.9566144363,-75.1459904425)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9566144363, -75.1459904425)"
01/01/2012 05:40:00 PM,PA,758746,62,800 N 3RD,"800 N 3RD ST, 19123","(39.9641904869,-75.1426978455)",STOPPING PROHIBITED,$51.00,POLICE,"(39.9641904869, -75.1426978455)"
01/01/2012 05:45:00 PM,NJ,426155,62,700 N 2ND,"700 N 2ND ST, 19123","(39.9624226901,-75.1410699961)",IMPROPER ON 1WAY HWY,$31.00,POLICE,"(39.9624226901, -75.1410699961)"
01/01/2012 06:11:00 PM,PA,1585461,03,516 SOUTH,"516 SOUTH ST, 19147","(39.9419009144,-75.1513752762)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9419009144, -75.1513752762)"
01/01/2012 06:14:00 PM,PA,1140116,06,100 N 9TH,"100 N 9TH ST, 19107","(39.9538153944,-75.1546155575)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9538153944, -75.1546155575)"
01/01/2012 06:16:00 PM,DE,38146,06,900 WINTER ST,"900 WINTER ST, 19107","(39.9565706284,-75.15482814)",FIRE HYDRANT,$76.00,POLICE,"(39.9565706284, -75.15482814)"
01/01/2012 06:29:00 PM,PA,1065196,00,1001 FILBERT,"1001 FILBERT ST, 19107","(39.9526612164,-75.1572907768)",STOP PROHIBITED CC,$76.00,CENTER,"(39.9526612164, -75.1572907768)"
01/01/2012 06:37:00 PM,PA,908050,06,200 N 11TH ST,"200 N 11TH ST, 19107","(39.9558863301,-75.1573998792)",STOP PROHIBITED CC,$76.00,POLICE,"(39.9558863301, -75.1573998792)"
01/01/2012 06:45:00 PM,PA,629420,00,1000 VINE,"1000 VINE ST, 19107","(39.9568850255,-75.1563742867)",PARKING PROHBITED CC,$51.00,POLICE,"(39.9568850255, -75.1563742867)"
01/01/2012 06:52:00 PM,PA,1096416,00,1001 FILBERT,"1001 FILBERT ST, 19107","(39.9526612164,-75.1572907768)",SIDEWALK   CC,$76.00,CENTER,"(39.9526612164, -75.1572907768)"
01/01/2012 07:00:00 PM,NJ,393039,00,363 FITZGERA,,,SIDEWALK,$51.00,POLICE,
01/01/2012 07:14:00 PM,TX,1718251,12,7000 DICKS,"7000 DICKS AVE, 19142","(39.9146678707,-75.2349035287)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9146678707, -75.2349035287)"
01/01/2012 07:15:00 PM,PA,856962,02,331 E GODFRE,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 07:36:00 PM,PA,1136000,00,1001 FILBERT,"1001 FILBERT ST, 19107","(39.9526612164,-75.1572907768)",STOP PROHIBITED CC,$76.00,CENTER,"(39.9526612164, -75.1572907768)"
01/01/2012 07:40:00 PM,PA,732402,32,200 PORTER,"200 PORTER ST, 19148","(39.9168783581,-75.1512852074)",DOUBLE PARKED,$51.00,POLICE,"(39.9168783581, -75.1512852074)"
01/01/2012 08:00:00 PM,PA,527916,01,2848 S 15TH,"2848 S 15TH ST, 19145","(39.9154719137,-75.1733475186)",PARKING PROHBITED,$41.00,POLICE,"(39.9154719137, -75.1733475186)"
01/01/2012 08:09:00 PM,PA,957449,00,2837 S SIMPS,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 08:10:00 PM,PA,1151159,19,5617 HUNTER,"5617 HUNTER ST, 19131","(39.9771803192,-75.2346214805)",HP RESERVED SPACE,$301.00,POLICE,"(39.9771803192, -75.2346214805)"
01/01/2012 08:23:00 PM,PA,916874,12,6500 WOODLAN,,,HP RESERVED SPACE,$301.00,POLICE,
01/01/2012 08:31:00 PM,PA,962053,03,600 WHARTON,"600 WHARTON ST, 19147","(39.9324580317,-75.1547053558)",FIRE HYDRANT,$76.00,POLICE,"(39.9324580317, -75.1547053558)"
01/01/2012 08:36:00 PM,PA,1638674,14,7300 N 18TH,"7300 N 18TH ST, 19126","(40.0654299155,-75.1455006736)",PARKING PROHBITED,$41.00,POLICE,"(40.0654299155, -75.1455006736)"
01/01/2012 08:36:00 PM,PA,1045607,03,1300 S 3RD,"1300 S 3RD ST, 19147","(39.9316050689,-75.1497747727)",FIRE HYDRANT,$76.00,POLICE,"(39.9316050689, -75.1497747727)"
01/01/2012 08:38:00 PM,PA,715251,03,1200 S 3RD,"1200 S 3RD ST, 19147","(39.9328078326,-75.149512944)",FIRE HYDRANT,$76.00,POLICE,"(39.9328078326, -75.149512944)"
01/01/2012 08:40:00 PM,PA,878437,32,1400 S FRONT,"1400 S FRONT ST, 19147","(39.9295003912,-75.1465799541)",DOUBLE PARKED,$51.00,POLICE,"(39.9295003912, -75.1465799541)"
01/01/2012 08:41:00 PM,PA,688961,03,1200 S 3RD,"1200 S 3RD ST, 19147","(39.9328078326,-75.149512944)",FIRE HYDRANT,$76.00,POLICE,"(39.9328078326, -75.149512944)"
01/01/2012 09:03:00 PM,PA,816457,02,401 CHELTENH,,,FIRE HYDRANT,$76.00,POLICE,
01/01/2012 09:20:00 PM,MD,134924,18,41ST IRVING,,,IMPROPER ON 2WAY HWY,$31.00,POLICE,
01/01/2012 09:30:00 PM,PA,1111341,00,1000 S COLUM,,,DOUBLE PARKED,$51.00,POLICE,
01/01/2012 09:36:00 PM,PA,513787,12,6800 BUIST A,,,COMMRCL VEH RES AREA,$101.00,POLICE,
01/01/2012 09:41:00 PM,PA,1145518,06,01 N 11TH,"1 N 11TH ST, 19107","(39.9522354742,-75.15819286)",FIRE HYDRANT,$76.00,POLICE,"(39.9522354742, -75.15819286)"
01/01/2012 09:43:00 PM,PA,909167,00,6322 SAYBROO,,,BLOCKING DRIVEWAY,$51.00,POLICE,
01/01/2012 09:49:00 PM,DE,45768,06,200 FLORIST,"200 FLORIST ST, 19106","(39.954388051,-75.1437706702)",STOP PROHIBITED CC,$76.00,POLICE,"(39.954388051, -75.1437706702)"
01/01/2012 09:55:00 PM,PA,911744,03,500 S 5TH ST,"500 S 5TH ST, 19147","(39.9425825473,-75.1505951714)",HP RESERVED SPACE,$301.00,POLICE,"(39.9425825473, -75.1505951714)"
01/01/2012 10:00:00 PM,PA,1046029,17,1700 S 15TH,"1700 S 15TH ST, 19145","(39.9291725675,-75.1703835845)",PARKING PROHBITED,$41.00,POLICE,"(39.9291725675, -75.1703835845)"
01/01/2012 10:02:00 PM,NJ,184910,17,1300 S 16TH,"1300 S 16TH ST, 19146","(39.9339572098,-75.1709609615)",BLOCKING DRIVEWAY,$51.00,POLICE,"(39.9339572098, -75.1709609615)"
01/01/2012 10:06:00 PM,PA,814933,00,3050 HEMBERG,,,CROSSWALK,$51.00,POLICE,
01/01/2012 10:21:00 PM,FL,81323,06,100 MARKET ST,"100 MARKET ST, 19106","(39.949727014,-75.1425556924)",STOP PROHIBITED CC,$76.00,POLICE,"(39.949727014, -75.1425556924)"
01/01/2012 10:22:00 PM,NY,465312,06,100 MARKET ST,"100 MARKET ST, 19106","(39.949727014,-75.1425556924)",STOP PROHIBITED CC,$76.00,POLICE,"(39.949727014, -75.1425556924)"
01/01/2012 10:24:00 PM,PA,989934,14,800 E CHELTE,,,STOPPING PROHIBITED,$51.00,POLICE,
01/01/2012 10:34:00 PM,PA,995026,62,620 FRANKLIN,"620 FRANKLIN PL, 19123","(39.9628404369,-75.1505873844)",PARKING PROHBITED,$41.00,POLICE,"(39.9628404369, -75.1505873844)"
01/01/2012 11:02:00 PM,PA,1621056,15,4401 VISTA,"4401 VISTA ST, 19136","(40.0346411725,-75.0337366459)",CORNER CLEARANCE,$51.00,POLICE,"(40.0346411725, -75.0337366459)"
01/01/2012 11:11:00 PM,PA,562364,06,01 LATITIA ST,,,IMPROPER ON 2WAY HWY,$31.00,POLICE,
01/01/2012 11:40:00 PM,PA,678583,26,2500 TULIP,"2500 TULIP ST, 19125","(39.9811758252,-75.12353719)",FIRE HYDRANT,$76.00,POLICE,"(39.9811758252, -75.12353719)"
